ID,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15
871,4,5,2,4,4,4,4,4,4,5,4,3,5,5,4
872,4,4,3,3,3,2,2,3,3,4,3,3,3,3,5
873,5,5,1,3,5,4,5,1,1,5,5,5,3,5,5
874,5,3,4,2,1,3,2,5,3,4,5,4,4,5,5
875,3,1,1,1,2,2,1,1,1,4,1,2,1,1,3
876,5,4,3,5,5,3,1,3,1,4,1,1,1,5,5
877,2,1,1,2,1,1,1,2,2,4,1,2,1,1,4
878,5,5,3,2,4,5,2,3,1,2,4,2,2,4,5
879,4,4,2,2,2,4,2,2,2,5,4,2,2,4,4
88,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1
880,5,5,4,4,5,5,4,4,4,5,4,3,3,4,5
881,4,4,4,3,2,5,4,5,4,5,2,5,4,4,5
882,4,3,1,4,5,2,1,1,2,5,5,1,1,4,5
883,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5
884,5,5,3,4,5,5,5,4,3,4,5,5,4,5,5
885,1,3,2,2,2,1,3,4,2,4,3,3,4,2,4
886,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5
887,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
888,3,5,3,5,4,5,4,3,4,4,3,4,3,4,5
889,3,2,1,2,1,3,1,1,1,1,1,1,1,2,1
89,3,2,1,2,4,3,2,3,4,3,2,3,1,3,4
890,5,5,5,3,4,4,2,5,1,4,5,2,5,4,5
891,5,3,2,2,2,5,3,3,1,5,4,2,3,3,4
892,4,1,1,1,1,4,1,1,1,1,4,1,1,1,4
893,2,1,1,1,2,2,1,1,1,4,3,1,1,2,5
894,2,4,1,2,1,2,4,1,1,4,4,1,1,1,5
895,3,2,1,1,1,2,2,1,1,3,3,1,1,2,4
896,5,5,1,3,4,4,5,1,2,1,5,4,1,4,5
897,3,2,1,1,3,3,1,2,1,3,4,1,2,1,4
898,3,4,2,3,3,4,3,2,4,4,3,4,3,4,5
899,3,1,2,2,4,2,2,1,1,3,3,2,1,3,4
9,5,5,1,5,5,5,3,1,1,5,5,5,1,5,5
90,5,5,1,3,3,5,3,1,1,4,5,3,1,5,5
900,5,5,3,4,4,4,5,4,2,2,4,4,4,2,4
901,4,1,1,2,2,1,2,1,1,1,3,1,1,1,4
902,5,5,3,4,5,5,4,3,5,5,5,4,2,5,5
903,5,4,1,5,4,5,4,2,3,4,4,4,3,5,5
904,5,1,1,3,3,4,1,1,1,4,4,1,1,2,5
905,4,4,1,2,1,2,1,4,1,5,2,2,4,2,5
906,5,5,1,5,5,5,5,5,3,5,5,4,2,4,5
907,3,2,1,1,4,1,1,2,1,1,1,1,1,3,5
908,2,2,1,3,2,4,3,1,2,4,3,2,1,1,4
909,1,2,1,2,4,1,2,1,1,4,2,1,1,1,3
91,4,3,3,4,5,4,2,3,3,4,3,3,3,5,5
910,5,1,1,2,1,2,1,1,1,4,1,1,1,2,2
911,2,3,1,2,1,2,2,1,1,3,2,2,1,2,4
912,5,2,1,3,2,5,2,2,3,1,5,5,4,3,4
913,1,2,1,4,4,2,2,2,2,3,1,4,2,4,5
914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
915,2,2,1,2,3,2,2,1,1,2,2,1,1,1,2
916,4,2,2,2,5,4,1,3,4,5,4,1,1,5,5
917,2,1,1,1,1,2,1,1,1,2,5,1,1,1,4
918,4,1,1,3,4,1,2,1,1,1,4,1,1,1,4
919,4,2,3,3,4,2,1,5,2,5,4,1,5,4,4
92,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4
920,3,3,1,1,3,1,3,1,1,4,3,3,1,2,5
921,1,2,1,1,4,1,1,1,3,4,3,2,1,2,5
922,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
923,2,1,1,1,2,1,1,1,1,3,1,1,1,1,4
924,4,4,2,2,4,4,2,2,1,1,1,1,1,1,4
925,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
926,3,4,2,3,3,3,4,2,3,3,3,4,3,5,4
927,1,2,1,2,2,2,1,3,1,2,1,2,1,3,4
928,5,3,2,3,5,5,2,2,2,2,3,1,2,3,5
929,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
93,5,3,1,2,1,5,5,2,2,5,5,5,2,5,5
930,1,2,1,4,2,3,4,1,4,4,1,4,2,2,4
931,4,4,1,4,4,5,5,3,4,5,4,4,4,5,5
932,5,1,1,1,4,5,2,1,1,3,4,2,1,2,5
933,5,3,3,4,2,2,2,4,1,2,5,2,3,5,5
934,4,4,1,1,2,1,4,1,5,4,3,4,1,5,5
935,1,1,1,2,4,1,1,1,1,1,1,1,1,1,4
936,5,5,2,2,5,5,3,2,3,5,5,5,3,5,5
937,4,1,2,1,2,1,2,3,4,4,4,1,3,4,4
938,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
939,5,4,1,1,4,4,4,1,3,5,5,4,1,4,5
94,5,5,1,4,4,5,5,4,4,5,4,4,3,4,5
940,5,5,3,5,5,5,5,3,3,5,5,5,3,5,5
941,3,3,1,3,5,4,1,2,3,4,4,2,3,2,5
942,3,2,1,1,1,1,1,1,1,3,2,1,1,1,3
944,2,4,1,2,3,3,1,1,2,3,3,1,1,2,4
945,4,4,1,1,2,4,1,4,1,5,2,1,1,1,5
946,3,2,1,3,3,3,1,1,2,4,3,1,1,4,3
947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
948,4,2,1,2,3,4,2,1,1,1,4,2,1,4,4
949,2,3,1,1,1,1,4,1,1,2,3,2,1,1,4
95,2,2,2,1,3,2,2,1,1,3,2,2,1,1,2
950,4,1,1,2,2,1,1,4,1,4,1,1,1,1,4
951,4,5,4,4,4,5,5,5,4,4,5,5,5,4,5
952,1,2,1,2,3,1,2,1,1,5,1,1,1,2,4
953,1,2,1,1,2,1,1,1,2,4,1,1,1,1,4
954,4,5,4,3,4,4,4,4,1,1,2,2,2,1,4
955,3,2,1,2,2,2,2,2,2,3,3,3,2,3,4
956,5,4,3,4,4,3,4,3,3,4,2,3,3,5,5
957,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
958,4,3,1,1,1,1,1,1,1,4,2,1,1,1,4
959,4,1,1,1,4,1,2,1,1,5,3,1,1,1,5
96,4,2,1,1,1,4,1,1,2,1,2,2,1,3,3
960,3,4,4,2,5,3,4,3,2,4,3,4,2,2,5
961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
962,5,2,2,1,4,2,4,2,1,3,4,2,1,1,5
963,1,1,1,2,2,1,1,1,1,4,1,1,1,1,2
964,1,1,1,2,3,1,1,1,3,1,2,1,1,2,5
965,1,4,1,1,1,1,5,1,1,5,1,1,1,1,5
966,5,5,3,5,5,5,5,5,3,5,5,5,3,5,5
967,1,4,1,1,3,1,1,1,1,4,1,1,1,1,3
968,1,2,1,2,1,2,3,1,1,2,2,2,1,1,2
969,2,4,1,4,4,4,4,2,2,4,2,4,2,3,4
97,4,4,4,4,4,3,4,5,3,3,2,4,3,3,4
970,5,1,1,1,1,5,1,3,1,2,2,1,1,3,5
971,5,5,1,4,4,5,4,3,5,4,4,5,4,4,5
972,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
973,1,1,1,1,5,1,1,1,4,5,1,1,1,5,5
974,3,1,1,3,2,3,1,1,1,1,4,1,1,4,3
975,5,4,2,2,5,5,2,4,2,4,4,3,4,5,5
976,5,3,5,5,5,5,2,5,4,4,3,3,3,4,5
977,1,2,1,1,1,2,4,2,5,3,3,2,1,2,4
978,4,4,3,4,5,3,3,3,5,5,4,4,3,4,5
98,4,4,4,4,4,5,4,5,5,5,4,5,3,3,4
980,4,4,1,1,2,1,2,1,1,3,4,2,1,1,4
981,3,3,4,4,4,3,2,5,2,4,4,2,2,5,4
982,5,1,1,5,5,1,1,3,1,5,4,1,1,5,5
984,5,3,5,5,5,3,3,5,1,1,5,1,5,5,5
985,1,2,1,1,2,1,1,1,1,3,1,1,1,1,3
986,2,2,1,2,2,2,2,1,1,2,1,1,1,1,4
987,5,5,2,5,5,5,5,1,1,5,5,5,2,5,5
988,3,1,1,2,4,4,2,1,2,3,3,1,1,3,4
989,5,3,2,5,5,3,1,3,5,4,4,4,3,5,5
99,2,1,1,1,3,2,1,1,1,2,1,1,1,1,4
990,3,2,1,2,1,1,2,1,1,2,3,1,1,1,5
991,5,5,4,5,5,5,3,4,4,5,4,4,3,3,5
992,4,4,1,1,1,2,1,1,1,3,1,1,1,1,3
993,2,1,1,1,2,2,1,2,1,2,3,1,1,2,5
994,3,4,1,4,4,3,4,1,4,4,3,4,1,4,4
995,5,5,3,4,5,5,4,4,5,5,5,5,4,5,5
996,5,5,4,4,4,5,5,5,5,3,5,5,4,5,5
997,4,3,3,4,2,4,3,4,1,2,3,2,2,2,2
998,2,2,2,1,5,3,1,3,1,4,2,3,3,2,5
999,4,4,4,3,2,4,3,5,4,4,3,4,4,4,4
